ID,Timestamp,Tweet URL,Group,Collector,Category,Topic,Keywords,Account handle,Account name,Account bio,Account type,Joined,Following,Followers,Location,Tweet,Tweet Translated,Tweet Type,Date posted,Screenshot,Content type,Likes,Replies,Retweets,Quote Tweets,Views,Rating,Reasoning,Remarks,Scraped Tweet ID
08-32,04/11/23 11:50:54,https://twitter.com/PaapzMCMXCII/status/1542306010995367937,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@PaapzMCMXCII,Mark Lester Galgo,"Paapz, THE LAW-ABIDING CITIZEN IN REAL WORLD AND LOW PROFILE NETIZEN IN CYBERWORLD.
 😛😎✊👊
#DilawanBuster",Identified,02/17,62,11,"General Mariano Alvarez, Calab","@theadtan @mariaressa @rapplerdotcom Don't us, ressa. nadisgrasya na ang rappler kaka fake news.",,"Text, Reply",30/06/22 00:36,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",,143
08-33,04/11/23 11:55:47,https://twitter.com/AlamatngDavao/status/1542168226980921344,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@AlamatngDavao,Alamat_Ng_Davao,,Anonymous,05/10,541,9,"Davao City, Philippines",@ICFJ @rapplerdotcom Who are you to order the Philippine government? Rappler is a fake news media.,,"Text, Reply",29/06/22 15:28,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No bio,147
08-34,04/11/23 12:05:54,https://twitter.com/Hisbenz/status/1542129198050861059,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Hisbenz,Benj Rigonan,"Live, Love, Laugh",Identified,08/09,252,178,Manila,Fake news will always come to an end. Bye to the cheap tabloid rappler.,,Text,29/06/22 12:53,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",In response to the Philippine government ordering Rappler to be shut down.,150
08-35,15/04/23 15:23:00,https://twitter.com/anders58236605/status/1542098215834734592,08,"Nakano, Ryosuke",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@anders58236605,anders,,Anonymous,06/22,1,0,,@alishan_jafri Fight for fake news? Really? Hahaha! Rappler is onr of the source of fake news. When the time our president seat that company spread lies and bad pictures in international medias. If you are living in the PH you will understand me but you are not.,,"Text, Reply",29/06/22 10:50,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project","OP refers to Rodrigo Duterte as the president; no bio, no location",151
08-36,02/04/23 20:33:40,https://twitter.com/Jesebel28429459/status/1542015679460564992,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Jesebel28429459,Jesebel,,Anonymous,12/21,169,8,,"@rapplerdotcom @maracepeda view point by an NPA, who cares???? rappler’s fake news agency?????",,"Text, Reply",29/06/22 05:22,,Emotional,1,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

Additionally, there is no concrete evidence that Neri Colmenares is a member of the NPA, making this a red-tagging tweet.

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]","This is a reply to Neri Colmenares' reaction denouncing the SEC's order to shutdown Rappler.

No bio.

No location.",160
08-37,02/04/23 20:27:18,https://twitter.com/BobongpA/status/1541982640219500544,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@BobongpA,Madumb Hadouken,,Anonymous,06/21,131,149,,@LakasNgTimog Ito Yung sinsabi ni prrd na kapag bumaba sya issma nya mga fakenews peddler like rappler hahaha,,"Text, Reply",29/06/22 03:11,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]","This is a reaction to SEC's order to shutdown Rappler.

No bio.

No location.",167
08-38,02/04/23 20:22:35,https://twitter.com/SonnyRobredo/status/1541970029037506560,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@SonnyRobredo,Sonny Robredo,kapansanan ang pagiging kakampink,Anonymous,10/21,69,212,,@teddycasino Hindi kasama sa press freedom at democracy ang pagkakalat ng fake news ng Rappler wag kaung bobo,,"Text, Reply",29/06/22 02:21,,Emotional,3,0,1,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]","This is a reaction to SEC's order to shutdown Rappler.

No location.

Most probably a fake name.",170
08-39,02/04/23 20:16:09,https://twitter.com/walalan74062241/status/1541954362615877632,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@walalan74062241,sky,pinkshit,Anonymous,01/22,233,320,,"bye rappler no more fake news,buti nalang may SMNI",,Text,29/06/22 01:19,,Rational,30,0,3,1,,,"OP assumes that Rappler is not a reliable news source, while SMNI, a TV network owned by Apollo Quiboloy who is an ally of Rodrigo Duterte, is.

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

Quiboloy’s SMNI fuels disinformation, online attacks on gov’t critics",No location,173
08-40,02/04/23 20:11:13,https://twitter.com/Oasis01775936/status/1541932620124020737,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Oasis01775936,Tonton,"DD Supervisor, former Pastry Chef, Dreamer,Bicolano, Marcos Duterte Suporter",Anonymous,09/21,141,52,"Pasig City, Sorsogon","Pipatay na naman daw ang Press freedom kuno! Deserved  ng Rappler
yan, napaka Bias nyo mag balita! Dagdag bawas minsan imbento pa! Mahilig gumawa ng fake news!",,Text,28/06/22 23:52,,Emotional,0,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]",,178
08-41,30/12/99 19:59:40,https://twitter.com/benign0/status/1541916245582155778,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@benign0,benign0,Webmaster of GetRealPhilippines.com,Media,01/11,98,15346,"Sydney, Australia","Recall: ""According to Tiglao in a subsequent article Rappler insists on its ‘7,080-killed’ fake news; resorts to ad hominem arguments, the researcher of that work is a certain Michael Bueza..."" 
https://t.co/wtXhPL2bAU",,"Text, URL",28/06/22 22:47,,Rational,9,2,0,0,,,"According to the #RealNumbers initiative of Rappler, they mentioned that the number of drug-related killings under the Duterte administration is underestimated by the government numbers. The cited article by the OP did not offer any evidence to counter Rappler's findings.

How the Duterte government underreports drug war killings",,180
08-42,02/04/23 19:50:34,https://twitter.com/mcmarthese/status/1541294301656891393,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@mcmarthese,CLTM,To trust the One who did not quit on us even on the cross.,Anonymous,08/09,160,20,philippines,"@FhqJackie @pinoyanghang True, sino naman ang manonood sa kanila eh purong kasinungalingan at fake news ang mga ginagawa nila. When it comes to Rappler, nothing good to listen to much more to read.❤️💚✌️",,"Text, Reply",27/06/22 05:36,,Emotional,3,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]",,184
08-43,02/04/23 20:44:36,https://twitter.com/eliseo_pacis/status/1540504859648339969,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@eliseo_pacis,ELISEO A. PACIS,,Anonymous,03/15,327,212,,@marortoll What an idiota...rappler nandiyan yong exconvict... notorious magnanakaw shoplifter.. ikaw granada reyna ng fake news..,,"Text, Reply",25/06/22 01:19,,Rational,3,0,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]","No bio, no location, likely a fake name",187
08-44,02/04/23 20:44:34,https://twitter.com/I_am_Adie/status/1537237854501294080,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@I_am_Adie,Just Me 🥏,The anatomy of my existence derives from the resilient creation to bring out the finest one. ❤️💚,Identified,11/09,442,683,Bonifacio Global City,@danwaytoofar @emingko8 @ArielHalili3 @HLingayan @lino_iam @quency_martinaC @TanginaNewpo @Magbubukid4 @Sanny_2021 @celia_asico @RonaldImperial4 @molavefinds @AntonioMoralid1 @WaAkoPakels101 @lav2heart14 @lez_nootnoot @denceasar @ninabeIlatrix @rowenagunggong @BalDugho @SexymhieQ @LugawNaLutang @ApeloRoger @NileSneel @docvenil @grandeioze @nguimiii @MickNarvadez @AllEspant @EyeEres @crissandymark @myzteryosa15 @maanabrenica @kalboakopakimo @FrogMulat @Politikablstgn @beng_beng_beng @SquidPH_0 @xf44p @daddyricks10 @GrowlHarhar @Jovs82533461 @AndyRamie @BuangSonny @maria47215 @jobjorl @virmaxi @AtokPascua @IamPatriotMDS @voj_0418 Basta Rappler fake news 🤮,,"Text, Reply",16/06/22 00:57,,Rational,0,1,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]",,198
08-45,02/04/23 20:44:32,https://twitter.com/sapulkajan/status/1536322558186131456,08,"Aguilar, Kirby",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@sapulkajan,Heneral Kamote,,Anonymous,06/22,36,0,,@jcpunongbayan rappler pla eh fake news yan,,"Text, Reply",13/06/22 12:20,,Rational,0,1,0,0,,,"OP assumes that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project

[https://www.rappler.com/about/214420-frequently-asked-questions-fact-check-project/]","No bio, no location",201
08-46,19/04/23 04:27:17,https://twitter.com/Tiger05092022/status/1534178058260783104,08,"Judal, Denver",MDIA,"Rappler, Maria Ressa peddle fake news/disinformation",rappler fake news until:2022-12-31,@Tiger05092022,Tigrè-Agilà❤💚,"Created this profile today May 9, 2022 and use this platform to voice out my support for the next President and Vice President of the Philipines.

BBMSARA2022",Anonymous,05/22,21,6,,@shemellin25 @smninews @Sheena_torn Eh di punta ka ng rappler page or abscbn. Ang shunga mo. Ivalidate mo kung fake news ba to. Hahahaha talunan spotted.,,"Text, Reply",06/07/22 14:18,,Emotional,0,0,0,0,,,"OP states that Rappler spreads propaganda and disinformation

In 2016, Rappler became one of the first few Philippine news groups to join First Draft, a collective of organizations fighting disinformation. In addition, the media company became a verified signatory to the International Fact-Checkers Network's (IFCN) code of ethics for fact-checkers. 

FAQ: All you need to know about Rappler IQ, Rappler’s Fact Check Project",No location,206
